id,Name,titleProject_id,class,score,login,password0,Сербин Геннадий Михаилович,7,8в,2,Сербин_ГМ,dvt2qpsy
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,9SjlyBLd
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,JJkFVOSE
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,PrlV9q8D
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,FBHe9SPw
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,KmHXRrFs
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,BCPkhyN8
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,LGbPXqCR
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,1ck1VEwS
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,R1uxwnD4
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,e6x4QLH8
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,Aj9pC9fE
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,8p9Br00l
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,a3XEWWqx
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,kPOb2Kfo
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,PO8JTKxt
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,bpD5RsPY
